seed,pin_set,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,refusal
359,default,6.8162706,3.0585321,0.046335628,7,0.25381378,0.66783376,39,
360,default,7.3953318,3.1604972,0.047068014,8,0.26518853,0.74793847,29,
361,default,7.5741378,3.0536252,0.057248181,6,0.25662712,0.7006996,30,
362,default,7.7333225,3.0717541,0.061666911,6,0.72067689,0.65584406,32,
363,default,8.1397719,2.9551268,0.058835018,6,0.64717338,0.70218996,40,
364,default,6.7700979,3.4818474,0.047507446,7,0.28379533,0.70067217,31,
365,default,6.6089605,3.0428134,0.05485572,4,0.86297285,0.61160751,17,
366,default,7.2426584,3.0000521,0.060397442,7,0.30284421,0.68500344,42,
367,default,7.6925962,2.9039543,0.056247254,10,0.23191988,0.80238414,30,
368,default,6.515599,3.5552711,0.048532786,8,0.3325677,0.76854721,21,
369,default,6.0113462,3.5224479,0.045945022,8,0.39897542,0.72897053,20,
370,default,7.2225922,2.9793658,0.058444412,8,0.375,0.78900895,34,
371,default,7.5706861,2.7996872,0.055124262,7,0.35516498,0.53968577,42,
372,default,7.1157072,3.0624522,0.056564621,6,0.42450719,0.71410805,17,
373,default,7.8208779,3.2973122,0.04797129,11,0.26715611,0.60865762,57,
374,default,8.3158266,2.5883846,0.065426493,4,0.90750141,0.789106,43,
375,default,8.0733676,2.9692333,0.058102632,14,0.17118666,0.34400786,41,
376,default,5.9030984,3.6600312,0.037034324,9,0.20241171,0.68441211,24,
377,default,7.505807,3.3507638,0.051779698,8,0.28165121,0.6199179,40,
378,default,6.5895324,3.1756784,0.054074508,5,0.38985835,0.57965309,23,
379,default,7.316146,3.2050623,0.051804111,8,0.25700684,0.76447402,30,
380,default,6.8760792,3.1835633,0.044504663,10,0.43383408,0.75373732,35,
381,default,6.5295418,3.6462623,0.045920609,7,0.31164789,0.62780009,27,
382,default,7.2495917,3.0947395,0.04975343,7,0.47545172,0.67411747,29,
383,default,6.162868,3.6640419,0.037693472,10,0.17199317,0.61046824,29,
384,default,7.1695653,3.4226907,0.042209853,8,0.41057652,0.81033763,33,
385,default,7.0394801,3.2521949,0.038401445,9,0.22231125,0.80552958,27,
386,default,6.9993989,3.2218232,0.056833162,4,0.46645113,0.54046298,31,
387,default,6.8249669,2.9974253,0.057077291,5,0.71190274,0.77081641,29,
388,default,6.7757641,3.6724706,0.044626727,11,0.19323634,0.697339,38,
389,default,6.838235,3.6055711,0.043552561,10,0.23662681,0.5523473,22,
390,default,6.8154809,3.3991298,0.050925248,7,0.51239424,0.76360712,23,
391,default,6.4729635,3.5696201,0.039426786,8,0.45866128,0.74193697,22,
392,default,6.7076409,3.5899904,0.041135687,10,0.25741925,0.73415361,21,
393,default,6.9848725,3.1822688,0.054977784,6,0.62927899,0.75981153,27,
394,default,7.1236775,3.161207,0.059494165,10,0.35594937,0.7984864,27,
395,default,6.2702171,3.5275026,0.043991993,10,0.18810606,0.75171297,31,
396,default,6.7962742,3.2155498,0.057907329,6,0.3399696,0.68151173,28,
397,default,7.1968388,3.0439181,0.057614374,6,0.35529478,0.5911286,47,
398,default,6.5867179,3.3264285,0.055758996,5,0.51059863,0.72607539,24,
399,default,6.5594551,3.086355,0.049631366,7,0.57244459,0.56488453,28,
400,default,7.8029899,3.0350401,0.058664128,12,0.29828222,0.76432566,54,
401,default,7.8603885,2.8332432,0.051828524,8,0.32315365,0.72149675,59,
402,default,5.6480631,3.9265084,0.03232264,11,0.24241039,0.72637053,25,
403,default,5.4517817,3.7317937,0.038132904,8,0.25282937,0.76307438,21,
404,default,7.6028668,3.0102923,0.056076363,9,0.29184623,0.70221556,26,
405,default,6.3848827,3.3616405,0.03639959,11,0.30265152,0.58220985,23,
406,default,6.7131411,3.442879,0.04499292,9,0.26460916,0.78700156,28,
407,default,7.7303176,3.0052452,0.059347688,9,0.24857575,0.5948662,33,
408,default,7.3854865,3.2766962,0.048850154,8,0.36542159,0.69975709,25,
409,default,8.3042254,2.7760101,0.066866852,5,0.51420897,0.72406903,31,
410,default,7.0093563,2.9448594,0.060421854,8,0.30542435,0.70135387,44,
411,default,7.0624769,3.6598737,0.048239832,11,0.29529579,0.78806874,30,
412,default,6.2121419,3.7141702,0.036155461,10,0.34148329,0.71293291,30,
413,default,7.3054422,2.9568542,0.052780626,7,0.23647091,0.74833157,40,
414,default,8.2395461,2.6131245,0.06361994,7,0.42626781,0.70395122,44,
415,default,7.3143507,3.306504,0.049631366,8,0.43107449,0.54346712,35,
416,default,7.7218301,2.9031404,0.064254675,9,0.3970103,0.66772688,33,
417,default,7.0519291,3.0897489,0.040574191,11,0.19689502,0.74166013,26,
418,default,6.472324,3.7306329,0.041428641,9,0.21752711,0.79946631,22,
419,default,6.6426488,3.6288932,0.039939456,7,0.29762766,0.70395837,25,
420,default,7.5032052,2.7384214,0.061666911,8,0.37362388,0.720672,40,
421,default,5.9785596,3.6202864,0.041135687,9,0.17279719,0.65455137,30,
422,default,7.7726817,3.0411143,0.05817587,12,0.17682083,0.77518,37,
423,default,6.9353126,3.2999228,0.049558127,8,0.25613291,0.25701382,25,
424,default,6.5267472,3.1400352,0.045237049,8,0.23316716,0.70135172,27,
425,default,6.4456128,3.5447833,0.050168449,7,0.25951841,0.84038291,25,
426,default,6.2592982,3.6997705,0.047751575,8,0.32847117,0.73177579,16,
427,default,6.5334468,3.197774,0.043235194,7,0.42073474,0.79961916,35,
428,default,6.0376748,3.3613637,0.045066159,9,0.25312793,0.8024185,28,
429,default,7.0085659,2.8153434,0.06098335,5,0.79076799,0.57702835,34,
430,default,6.4435683,3.3619127,0.04201455,10,0.36921195,0.68727113,17,
431,default,6.3343785,3.3626279,0.050778771,5,0.43983822,0.55222238,31,
432,default,6.3725022,3.9614081,0.036277526,8,0.22032507,0.6560087,23,
433,default,7.0729147,3.1571417,0.057687613,5,0.5401557,0.75056728,31,
434,default,6.8858798,3.5533546,0.0453347,10,0.19373616,0.72076054,30,
435,default,6.9936022,3.0416222,0.043479322,10,0.25568231,0.72377244,40,
436,default,6.7602377,3.411689,0.047165666,9,0.37932692,0.75673346,25,
437,default,6.6781401,3.3933703,0.037620233,13,0.19681054,0.71862702,33,
438,default,7.0798941,2.8629528,0.045920609,10,0.22224815,0.79578634,33,
439,default,7.2085797,3.2724337,0.05536839,6,0.42679339,0.73149837,36,
440,default,7.3326653,3.1228417,0.044675553,13,0.20383451,0.63028398,40,
441,default,5.8080652,3.9246717,0.031175236,9,0.298317,0.73062264,17,
442,default,7.0553313,3.4542331,0.03639959,11,0.1919096,0.68693379,29,
443,default,8.0150546,2.7536609,0.061740149,8,0.25021308,0.60722404,27,
444,default,7.6000492,2.978402,0.060397442,9,0.40758702,0.67064972,35,
445,default,6.8025554,3.2026451,0.047068014,8,0.30881651,0.73703595,24,
446,default,6.5422929,3.2788289,0.056344905,5,0.74635671,0.71917192,25,
447,default,6.5604846,3.2433543,0.057419071,6,0.35598972,0.74439537,23,
448,default,7.3279572,3.3295965,0.049143108,7,0.53685321,0.8114627,26,
449,default,6.3495285,3.1554121,0.047727162,8,0.31451319,0.72009627,31,
450,default,7.0376349,3.2496116,0.05434305,6,0.53981335,0.76470875,23,
451,default,6.4468654,3.3576211,0.040012695,8,0.24984078,0.71115668,20,
452,default,6.5356918,3.4529588,0.045627655,8,0.2038746,0.69836068,18,
453,default,5.5692437,3.7670577,0.037278453,7,0.22295245,0.63695969,20,
454,default,6.9734202,3.2474954,0.052170304,7,0.40971678,0.6474642,30,
455,default,7.1720866,3.0675901,0.060519506,6,0.5545549,0.32686536,38,
456,default,7.276476,2.9236686,0.041038035,10,0.30681904,0.71483163,40,
457,default,6.7734651,3.0997356,0.053830379,4,0.56904715,0.62807155,20,
458,default,7.073533,3.1229726,0.048532786,9,0.23225409,0.76556236,37,
459,default,6.7598116,3.441772,0.041038035,8,0.31934694,0.66042674,28,
460,default,6.8888785,3.0356372,0.042307505,7,0.60692495,0.75056556,25,
461,default,6.3858968,3.6197394,0.042380743,9,0.23531364,0.65240833,27,
462,default,7.5338803,3.3826728,0.04745862,11,0.19032797,0.75680177,29,
463,default,5.6130382,3.6823221,0.038840877,8,0.2181838,0.75981397,16,
464,default,6.5575032,3.492716,0.04379669,9,0.21646538,0.47410812,26,
465,default,7.1095656,3.2814822,0.048117768,8,0.28108816,0.77071056,34,
466,default,6.7039796,3.3580674,0.051633221,5,0.68955224,0.63073092,21,
467,default,5.3681566,3.9148563,0.031053171,9,0.23160369,0.5523638,23,
468,default,6.2527108,3.6803823,0.038303794,9,0.20486468,0.76495457,24,
469,default,5.9977627,3.692966,0.046726234,8,0.3860371,0.69950849,15,
470,default,6.7995081,2.9588958,0.047336556,7,0.21404659,0.73417639,28,
471,default,5.8473281,3.7813357,0.034251257,8,0.24293203,0.61652873,16,
472,default,7.3400039,3.2888353,0.054196572,5,0.42381974,0.70502742,25,
473,default,6.4244784,3.4636707,0.045822958,6,0.59739583,0.73357421,17,
474,default,6.0704137,3.7128608,0.039109418,11,0.20422488,0.72359748,26,
475,default,7.2980179,3.1752966,0.050583468,9,0.32696422,0.72688195,40,
476,default,6.7642928,3.3458615,0.037131976,8,0.21449229,0.8149084,29,
477,default,5.242249,4.1550518,0.037205215,7,0.29549122,0.74580217,19,
478,default,7.2765516,2.8795186,0.056344905,7,0.50117792,0.74264766,39,
479,default,5.7283461,3.5595633,0.041599531,8,0.38286291,0.71679605,16,
480,default,6.9780025,3.2194845,0.048117768,9,0.16519886,0.62347808,29,
481,default,7.00195,2.9865869,0.055514867,9,0.21645244,0.71110475,33,
482,default,7.1445585,2.7303262,0.038962941,9,0.25099905,0.72180668,51,
483,default,6.9035529,3.6160932,0.047531859,9,0.24029637,0.66304764,38,
484,default,6.8331959,3.0844204,0.054098921,8,0.253938,0.81492988,37,
485,default,6.9846103,3.1183452,0.043406084,7,0.37868941,0.50430887,30,
486,default,7.8570865,2.7339178,0.065304428,6,0.37878637,0.71205777,41,
487,default,6.8131121,3.5266036,0.051242615,6,0.42419345,0.57856432,31,
488,default,6.5309765,3.4298352,0.043039891,6,0.31379908,0.56579269,28,
489,default,6.4312653,3.5130186,0.045774132,4,0.45173867,0.69110395,16,
490,default,7.7331141,2.9842148,0.064230262,4,0.86726269,0.7787343,28,
491,default,6.0366959,3.9587521,0.034763928,8,0.32191464,0.74033928,26,
492,default,6.3785721,3.5008641,0.048020116,7,0.319124,0.74167521,26,
493,default,6.5568677,3.5043376,0.046457692,8,0.24840201,0.34278925,28,
494,default,6.7193428,3.2820463,0.053122406,2,0.94552202,0.66764318,19,
495,default,6.6537379,3.3595349,0.049509301,6,0.43200225,0.78153968,27,
496,default,8.1409814,2.7547258,0.067257458,5,0.61885246,0.79088379,45,
497,default,6.7258809,3.1376165,0.043699038,8,0.53370492,0.79711684,32,
498,default,7.4661988,2.810569,0.063497876,9,0.23713622,0.45937698,24,
499,default,6.5192234,3.3605189,0.046579757,8,0.30475473,0.6036102,33,
500,default,6.9154594,3.113388,0.058786192,6,0.30939102,0.79012418,24,
501,default,6.654182,3.110991,0.053635076,4,0.56321464,0.64888744,26,
502,default,7.012272,3.377457,0.05256091,6,0.52161401,0.6387831,20,
503,default,6.8116879,3.1752026,0.048825741,8,0.35192077,0.7903026,16,
504,default,6.8495665,3.0690768,0.051975001,6,0.57614053,0.63052516,34,
505,default,6.6860676,3.1661889,0.052292369,6,0.39806996,0.83241785,26,
506,default,6.6411141,3.2484207,0.046628583,7,0.40964234,0.41593428,28,
507,default,7.4852229,2.7923195,0.071065866,8,0.2958842,0.72638462,42,
508,default,6.7593668,3.2204768,0.03971974,9,0.31109439,0.71678934,29,
509,default,6.6645811,3.330423,0.04762951,6,0.39732322,0.70851265,24,
510,default,6.8913472,3.188668,0.055343977,6,0.40745436,0.77449832,37,
511,default,5.9594459,3.7668102,0.038254968,10,0.19168188,0.80797446,20,
512,default,7.3069723,3.1302045,0.062667838,9,0.18994826,0.6921476,33,
513,default,7.0612978,3.3284914,0.051608808,11,0.17002123,0.62920845,28,
514,default,7.2680715,3.3315177,0.057736439,6,0.42741228,0.81346614,25,
515,default,6.634003,3.4645293,0.043235194,10,0.24759115,0.72285696,34,
516,default,6.1810554,3.240238,0.040867145,9,0.26714111,0.79464337,33,
517,default,6.0219451,3.8393131,0.038181729,9,0.21601919,0.72854719,23,
518,default,5.5152911,3.5534137,0.030833455,7,0.50033016,0.77601802,19,
519,default,5.3458975,3.8993405,0.033055027,7,0.29488299,0.77489659,19,
520,default,6.7086659,3.2588276,0.051389092,7,0.35711253,0.70165612,25,
521,default,7.4409477,3.2704664,0.047068014,8,0.22295011,0.75083588,37,
522,default,7.051263,3.3125602,0.051682047,7,0.26979522,0.69270571,36,
523,default,6.4125666,3.6542416,0.039085006,9,0.2643136,0.68829647,31,
524,default,5.4375715,3.5011874,0.034763928,9,0.21305095,0.80112191,16,
525,default,7.4285255,2.8416747,0.045383526,12,0.19292502,0.68554957,37,
526,default,6.8998703,3.3597635,0.046652995,8,0.27398608,0.72183975,29,
527,default,7.3938409,2.9602507,0.056540208,7,0.38295885,0.62621167,42,
528,default,8.2959502,2.7063232,0.072823593,5,0.69346507,0.48054752,52,
529,default,7.1904364,3.2031201,0.055124262,6,0.34556323,0.75467018,38,
530,default,6.3084028,3.3009121,0.036155461,8,0.34367013,0.70457579,32,
531,default,5.4567613,3.6797205,0.038840877,8,0.31611684,0.80534669,17,
532,default,7.2201193,3.1813264,0.056759924,5,0.46923397,0.69809896,24,
533,default,6.722164,3.2739129,0.037034324,9,0.22390481,0.67548045,21,
534,default,7.6415234,3.1416734,0.054928959,11,0.33940947,0.71845247,35,
535,default,6.4012315,3.1847198,0.054098921,8,0.2881283,0.66930716,28,
536,default,6.5204149,3.4788174,0.043576974,9,0.22034355,0.60071472,25,
537,default,6.4275415,3.2034214,0.051584395,8,0.49776436,0.58387877,19,
538,default,7.1668705,3.3729164,0.047238904,9,0.21534992,0.72072394,30,
539,default,6.4522504,3.5338427,0.045871784,9,0.28972317,0.78515172,30,
540,default,7.0898483,2.8198514,0.054050095,9,0.24342481,0.76258483,42,
541,default,6.3069428,3.1578202,0.053366535,6,0.61063233,0.77765182,18,
542,default,7.1726184,3.0724894,0.049216347,11,0.34067548,0.66472287,34,
543,default,6.4111261,3.2201021,0.042746936,9,0.20894141,0.69209945,21,
544,default,6.2078613,3.6406091,0.054465114,6,0.44876992,0.7187482,16,
545,default,7.2316214,3.3943544,0.050314926,10,0.38173987,0.67666984,34,
546,default,7.2321717,2.7419427,0.068136321,7,0.40144243,0.6138239,41,
547,default,6.7955536,3.5754526,0.040378888,11,0.17766621,0.73146099,33,
548,default,5.6733305,3.885903,0.038816464,9,0.20315582,0.73208371,23,
549,default,5.431584,3.4894905,0.04677506,7,0.28476221,0.76444021,21,
550,default,6.4881198,3.6376396,0.039109418,8,0.29845836,0.57004541,25,
551,default,6.1005211,3.3633111,0.04711684,9,0.19443764,0.66583895,22,
552,default,7.8966865,2.8838814,0.052145891,8,0.20414993,0.75665055,42,
553,default,7.2138801,2.9706871,0.047898052,7,0.3974752,0.6509936,26,
554,default,6.3699892,3.5766485,0.046848298,8,0.18979147,0.81765446,36,
555,default,5.6828642,3.8460981,0.037229627,7,0.21966752,0.68330485,22,
556,default,6.9715461,2.9714684,0.057004053,12,0.20251489,0.70380911,34,
557,default,5.7459554,4.0186835,0.036814609,8,0.28485099,0.74875135,13,
558,default,6.9467735,2.7749261,0.057516723,7,0.74616723,0.4812558,39,
559,default,7.6546845,2.9431924,0.053122406,8,0.31082721,0.72153866,36,
560,default,7.2553879,3.2637175,0.048972218,7,0.32424165,0.70345092,31,
561,default,6.2768525,3.665466,0.041428641,8,0.2802313,0.78535423,25,
562,default,6.2406793,3.6746221,0.045725306,6,0.56517653,0.81199714,28,
563,default,6.1229856,3.4924362,0.04413847,9,0.45492406,0.73468825,27,
564,default,6.5175982,3.7315655,0.040745081,7,0.23797265,0.68261437,20,
565,default,7.4115243,3.2631867,0.046213564,9,0.22226124,0.69402861,36,
566,default,6.0917852,3.8229589,0.041746008,8,0.40552369,0.77471803,16,
567,default,7.2489004,3.0568046,0.049973146,7,0.45457236,0.70926364,28,
568,default,6.4568632,3.2177262,0.060202139,6,0.38189401,0.63455677,24,
569,default,6.6838213,3.6987201,0.039817392,9,0.17800278,0.71942288,26,
570,default,6.6991971,3.4909057,0.04975343,6,0.46284071,0.67620352,31,
571,default,5.8975404,3.7853449,0.033055027,10,0.24413537,0.64498086,26,
572,default,6.8403581,3.1760962,0.057736439,6,0.4188644,0.66500799,25,
573,default,6.66422,3.4809075,0.045237049,7,0.32583164,0.77942033,27,
574,default,7.2238056,2.7826932,0.050803183,11,0.22430864,0.68856959,49,
575,default,6.1527968,3.5893008,0.039695327,9,0.25338777,0.68052853,26,
576,default,7.3816029,3.3322714,0.04745862,8,0.22460034,0.57685172,33,
577,default,6.975019,2.8469356,0.055417216,9,0.17713293,0.71146673,37,
578,default,7.3795433,2.9459493,0.047214491,10,0.22113116,0.69485922,31,
579,default,5.8645912,3.8164943,0.038938528,7,0.29913666,0.76392429,21,
580,default,7.0745659,3.3557543,0.048386309,9,0.16336092,0.62858259,23,
581,default,7.1408386,2.7323464,0.064352327,9,0.25128023,0.73835412,48,
582,default,7.5319189,2.8762119,0.056881988,8,0.34211465,0.72425219,51,
583,default,6.79099,3.7830803,0.037131976,11,0.22506568,0.77310234,29,
584,default,7.6994124,3.0886489,0.061715737,10,0.31257169,0.72753202,34,
585,default,5.9302796,3.4073525,0.039426786,8,0.22064005,0.71119574,19,
586,default,5.7339212,3.6042855,0.036448416,7,0.52705224,0.78356526,31,
587,default,6.7992594,3.2153843,0.055563693,11,0.24947124,0.75995893,26,
588,default,6.1527081,3.5608663,0.04150188,8,0.25691493,0.76527743,26,
589,default,5.6665979,3.5046784,0.0436258,8,0.35529661,0.60741053,24,
590,default,6.9275017,3.3162717,0.040403301,8,0.28033348,0.76442331,39,
591,default,7.5945856,2.8358898,0.052414433,8,0.34999329,0.75164329,51,
592,default,6.7942986,3.0050091,0.051828524,6,0.48300654,0.72232801,30,
593,default,6.7618651,3.2066705,0.049875494,11,0.51018472,0.69778198,28,
594,default,6.8065257,3.1877938,0.050852009,6,0.53114534,0.74655168,40,
595,default,5.9532495,3.857321,0.035935745,7,0.35813882,0.74119753,22,
596,default,7.3062313,3.3064709,0.05290269,8,0.28120698,0.69639436,39,
597,default,8.1809336,2.5356942,0.075533421,6,0.27822305,0.73906456,45,
598,default,6.1577332,3.7044074,0.040696255,8,0.30443911,0.6943234,32,
599,default,6.1869171,3.4476705,0.041355403,10,0.24269387,0.71803297,24,
600,default,6.6232817,3.3354671,0.03742493,10,0.28116734,0.68682225,29,
601,default,7.8943183,3.1840243,0.054220985,12,0.16351749,0.51767492,43,
602,default,5.7953619,3.9633221,0.03886529,7,0.49868594,0.80872028,24,
603,default,7.4862039,2.9269257,0.054806894,8,0.49162917,0.6797715,34,
604,default,7.1465379,3.0893277,0.048435135,12,0.30631997,0.56571227,39,
605,default,6.3798938,3.3420657,0.048093355,7,0.67471106,0.82559445,21,
606,default,7.1181322,3.0041808,0.051779698,10,0.19825854,0.75284546,32,
607,default,5.6987501,3.6657375,0.040012695,9,0.31098079,0.71761504,24,
608,default,6.0497961,3.7498113,0.043161955,8,0.20120989,0.64705157,19,
609,default,6.7750638,3.2138886,0.044333773,10,0.16043352,0.56610192,28,
610,default,6.8142882,3.171839,0.054440701,5,0.61065165,0.77926127,22,
611,default,8.9559469,2.3503307,0.082881695,6,0.46335769,0.68703131,75,
612,default,6.7699716,3.4629647,0.046311215,5,0.26461363,0.77583085,22,
613,default,7.4228806,3.0147966,0.061325131,5,0.53058437,0.62775255,29,
614,default,6.781722,3.3941434,0.043406084,10,0.28186275,0.71471391,32,
615,default,7.4476059,2.8527435,0.067965431,7,0.62529054,0.76040721,37,
616,default,7.1097916,3.0077851,0.057272594,4,0.48843061,0.47992596,27,
617,default,6.3211334,3.7783828,0.040281236,11,0.33705124,0.54551169,31,
618,default,7.8366883,2.6797757,0.068087496,5,0.34833659,0.77181595,44,
619,default,6.0520854,3.2788975,0.041184512,10,0.38966523,0.80105234,26,
620,default,6.9807988,3.4985144,0.046189151,7,0.43215405,0.71203276,22,
621,default,7.6877539,2.8678679,0.06081246,10,0.20951363,0.63143746,33,
622,default,6.4533022,3.1924431,0.041282164,8,0.47254944,0.81085466,17,
623,default,6.9040785,3.3957132,0.046970363,7,0.36968442,0.70803509,30,
624,default,6.7886008,3.111793,0.036863434,9,0.20790829,0.6603381,46,
625,default,7.1326781,3.1326689,0.058542063,8,0.22959241,0.6053323,35,
626,default,6.6569226,3.5817691,0.046311215,7,0.47207065,0.6760337,32,
627,default,7.719589,2.9190484,0.056833162,9,0.21536189,0.65811972,43,
628,default,6.5266388,3.5046328,0.045212636,7,0.33711028,0.70230946,22,
629,default,5.6895313,3.5927316,0.041575118,9,0.22766679,0.82128607,27,
630,default,7.922279,2.8982155,0.06591475,7,0.29478344,0.61397827,44,
631,default,6.8782068,3.1344893,0.039182657,8,0.46596672,0.71959743,32,
632,default,6.5095495,3.0348009,0.051804111,5,0.82307849,0.72336086,34,
633,default,6.8235533,3.0749741,0.052170304,10,0.20229857,0.78794167,22,
634,default,5.73685,3.5479501,0.031224061,9,0.27079616,0.50450723,17,
635,default,6.7155002,3.1519479,0.054782481,10,0.25894858,0.68315949,33,
636,default,5.986459,3.6133087,0.036594893,9,0.20912794,0.58637052,21,
637,default,6.9050131,3.430814,0.051071725,10,0.20518276,0.62527132,30,
638,default,6.9501561,3.1309627,0.055954299,7,0.27195027,0.69095004,34,
639,default,6.9225783,3.3114829,0.053635076,7,0.26566052,0.70548801,27,
640,default,7.2357841,3.40038,0.046872711,10,0.20563771,0.72792614,28,
641,default,6.3887758,3.4828935,0.050998486,6,0.36405504,0.64909638,19,
642,default,6.2369946,4.1179918,0.037034324,9,0.16043495,0.71267775,28,
643,default,6.1426556,3.5784868,0.036643719,7,0.43514243,0.76997217,28,
644,default,7.5820882,2.889684,0.049680191,11,0.3263216,0.78302329,43,
645,default,8.683314,2.4910835,0.073067721,6,0.43912683,0.77243246,47,
646,default,6.6502348,3.4565901,0.050534642,5,0.43544171,0.68599592,22,
647,default,6.3487561,3.3107165,0.050510229,3,0.8555009,0.6885469,22,
648,default,5.3296012,4.077687,0.036472828,9,0.17536305,0.73638259,12,
649,default,7.4697061,3.1277025,0.049973146,10,0.34558582,0.73955974,38,
650,default,7.099798,3.1414151,0.052292369,8,0.50187381,0.73287249,36,
651,default,6.1803634,3.6849626,0.041111274,11,0.24246219,0.48248377,19,
652,default,6.1991599,3.2517428,0.04975343,7,0.24714531,0.54634568,35,
653,default,6.7572814,3.3059302,0.046530931,9,0.26719057,0.76140081,23,
654,default,7.5245894,3.3667393,0.054318637,9,0.18963672,0.65445209,37,
655,default,7.8553621,3.2362423,0.049655779,10,0.22330749,0.71483104,44,
656,default,6.4096697,3.039512,0.046726234,10,0.25238198,0.62036824,24,
657,default,5.6632775,3.6197642,0.034544212,8,0.27806202,0.68808408,19,
658,default,6.2817326,3.5959295,0.045481178,11,0.25976385,0.64620117,27,
659,default,7.1734395,3.5039665,0.048654851,8,0.49390913,0.73933646,48,
660,default,6.8852658,3.4376134,0.053586251,7,0.32056202,0.75637287,23,
661,default,6.6554315,3.8481641,0.042112202,9,0.28246515,0.67436282,30,
662,default,7.4824773,2.9604885,0.053659489,10,0.281491,0.64032518,50,
663,default,5.9941387,3.4689015,0.038328207,7,0.23157895,0.71447583,33,
664,default,6.8464296,3.6331706,0.041941311,10,0.23964126,0.68278069,29,
665,default,6.3574418,3.6702943,0.037986426,8,0.37020602,0.65589083,24,
666,default,6.5706151,3.2237319,0.046384454,7,0.4078293,0.56219734,36,
667,default,7.1123204,3.1491285,0.044748792,6,0.44807453,0.79331293,25,
668,default,7.0000615,3.1775819,0.051462331,6,0.39738353,0.74369358,34,
669,default,8.0106527,2.9955029,0.060836873,9,0.36683417,0.73758877,39,
670,default,6.5258702,3.5287628,0.041965724,9,0.46728317,0.72068014,22,
671,default,6.7110717,3.5569658,0.041868073,8,0.18122953,0.69112836,24,
672,default,5.9307057,3.8804634,0.036131048,10,0.25485325,0.67862409,23,
673,default,7.0825429,3.0511385,0.060177726,8,0.42230796,0.59698013,23,
674,default,7.0117232,3.0962335,0.048313071,8,0.20372237,0.58285506,23,
675,default,7.5890691,2.9792984,0.05536839,9,0.21980706,0.7824103,26,
676,default,6.1284377,3.803387,0.039158244,11,0.16880243,0.73508269,32,
677,default,7.693115,3.3045193,0.04660417,9,0.44770148,0.64159034,28,
678,default,6.2423515,3.0791447,0.037376105,8,0.22009484,0.74338522,31,
679,default,7.8772988,2.7546457,0.071139105,5,0.41637471,0.65091718,51,
680,default,6.8018895,3.5001174,0.052512084,5,0.85258177,0.73330866,26,
681,default,6.2449291,3.7079392,0.03886529,10,0.22912705,0.75448685,27,
682,default,7.8097341,3.1588041,0.060055661,7,0.39474801,0.32362244,28,
683,default,6.6806849,3.3223466,0.044333773,11,0.41339946,0.76932369,28,
684,default,6.7926753,3.3251054,0.057443484,4,0.32365689,0.66203295,31,
685,default,6.7501479,3.3950104,0.043357258,7,0.25082817,0.61766674,29,
686,default,7.354616,3.2325683,0.057467897,5,0.47041886,0.74873663,33,
687,default,6.2944716,3.4209682,0.045139397,9,0.2584196,0.63755703,23,
688,default,6.6941878,3.6429548,0.042405156,9,0.22572178,0.73651317,38,
689,default,7.911251,2.7626626,0.057809677,6,0.24928105,0.76318173,43,
690,default,7.1456022,3.3999799,0.056003125,5,0.52846868,0.7306199,44,
691,default,6.2031996,3.5329139,0.048581612,9,0.2366747,0.78557443,30,
692,default,7.0351049,3.1937713,0.049509301,8,0.21775601,0.28764872,51,
693,default,8.1005252,2.944334,0.053537425,7,0.46665132,0.75963088,37,
694,default,6.2571147,3.3528253,0.053097993,4,0.49769654,0.75548632,17,
695,default,7.4322086,3.2806982,0.053659489,9,0.27641064,0.70192025,34,
696,default,6.1981986,3.1120231,0.050876422,7,0.18394144,0.59929365,32,
697,default,7.2363994,3.0470015,0.060885699,4,0.7903281,0.6789404,32,
698,default,8.1425183,2.9224254,0.055807822,10,0.35010435,0.57162018,54,
699,default,6.1822331,3.372136,0.043869928,7,0.328794,0.49650353,23,
700,default,6.5854041,3.3088431,0.045871784,10,0.31095554,0.78653929,26,
701,default,6.3979426,3.8933654,0.037742298,10,0.15182992,0.69260065,26,
702,default,5.8088024,3.6245104,0.050583468,5,0.54123529,0.55941154,21,
703,default,6.9184689,3.2447857,0.051950588,6,0.33145976,0.66585462,33,
704,default,7.3468585,3.1490026,0.045896196,7,0.34618058,0.62067049,34,
705,default,6.1147623,3.737151,0.048459548,8,0.36089119,0.66776381,25,
706,default,6.9818804,3.1492137,0.04660417,11,0.1883982,0.65688408,41,
707,default,7.7126277,3.2620575,0.052951516,11,0.20885632,0.76916077,46,
708,default,5.96741,3.786764,0.037449343,9,0.20397873,0.72229642,29,
709,default,7.0566377,3.1042847,0.054465114,8,0.5743936,0.6506091,27,
710,default,6.0289022,3.5131856,0.040647429,7,0.40442326,0.59713141,18,
711,default,6.0939592,4.084805,0.038499097,10,0.19086641,0.69698745,22,
712,default,6.5648223,3.4521334,0.04235633,9,0.22393741,0.77634925,36,
713,default,5.8277286,3.7843676,0.028758361,7,0.2907121,0.72023339,22,
714,default,6.7159906,3.2924078,0.045114985,11,0.33494025,0.7810584,18,
715,default,6.4839906,3.0370527,0.044699966,9,0.2707344,0.76351497,41,
716,default,6.7577088,3.5121331,0.046848298,9,0.24752627,0.52422571,34,
717,default,7.1106374,3.2984065,0.049777843,6,0.24295713,0.55389874,27,
