seed,pin_set,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,refusal
1915,default,6.2667836,3.9313957,0.035569552,8,0.35500319,0.77227132,25,
1916,default,6.7882268,3.0108272,0.04745862,8,0.34212675,0.46571767,28,
1917,default,5.9939522,3.7217777,0.043528148,8,0.28602085,0.80874399,20,
1918,default,8.091699,3.1286333,0.051584395,11,0.23942931,0.75527074,51,
1919,default,6.680632,3.2762066,0.037229627,11,0.19075908,0.73609325,36,
1920,default,6.1416668,3.5149306,0.036863434,9,0.3509246,0.77332528,26,
1921,default,6.8871638,3.268323,0.051218202,5,0.47943718,0.64193212,21,
1922,default,7.8253407,2.745492,0.064010546,8,0.47155973,0.73322143,38,
1923,default,6.1316161,3.4631319,0.040647429,9,0.21687367,0.67115009,28,
1924,default,6.6030475,3.5175458,0.046237977,10,0.33479003,0.68537235,27,
1925,default,6.481625,3.4172316,0.048728089,4,0.5290964,0.64530412,22,
1926,default,6.0370906,3.6204398,0.037620233,9,0.20831502,0.74073532,26,
1927,default,7.4579814,2.8575376,0.052097066,11,0.28091897,0.62201824,36,
1928,default,7.4486252,2.9593863,0.056247254,10,0.28713092,0.75020751,41,
1929,default,5.3590075,3.7186831,0.04133099,8,0.32169848,0.67434316,13,
1930,default,7.0899261,2.5703495,0.058029393,7,0.37142652,0.68610268,60,
1931,default,6.4901364,3.3809099,0.051828524,2,0.89826403,0.69677416,29,
1932,default,6.9497197,3.3206643,0.054220985,8,0.36838693,0.74278224,31,
1933,default,7.0643915,3.2851477,0.04499292,11,0.19500827,0.69108198,25,
1934,default,6.2165768,3.4022877,0.046042674,9,0.19340766,0.54493189,32,
1935,default,6.424439,3.706581,0.034959231,9,0.2143786,0.65261028,23,
1936,default,6.2643759,3.2522159,0.045652068,8,0.25112836,0.65018047,15,
1937,default,7.4669482,3.015738,0.061862214,8,0.19341132,0.56943414,32,
1938,default,6.8874805,3.377571,0.05221913,9,0.26971577,0.82426356,32,
1939,default,6.3977398,3.4467274,0.050021972,10,0.18584814,0.7782322,30,
1940,default,6.6248483,3.1819011,0.052365607,7,0.3309598,0.66676432,33,
1941,default,5.6642513,3.9254864,0.037791123,9,0.32361302,0.70975538,21,
1942,default,7.8698528,2.9996936,0.062570187,5,0.61364603,0.74599751,26,
1943,default,7.4343256,3.1441476,0.046189151,10,0.16225025,0.74027147,39,
1944,default,7.1126784,3.5700964,0.046164738,9,0.23822847,0.72124759,40,
1945,default,6.9953711,3.4432269,0.039304721,9,0.27092968,0.68585814,32,
1946,default,7.0650928,3.1497693,0.058273522,6,0.74382579,0.77571767,31,
1947,default,6.8085949,3.1684668,0.053610664,5,0.7000944,0.58670159,29,
1948,default,6.7639426,3.0016219,0.058102632,9,0.27163109,0.75446145,18,
1949,default,6.4421383,3.3895942,0.047751575,9,0.29713205,0.74036098,24,
1950,default,7.7585495,2.9496108,0.06557297,8,0.19643234,0.79301853,44,
1951,default,5.9822488,3.5035055,0.05170646,6,0.47196362,0.74879854,22,
1952,default,7.1309803,3.4123288,0.052682974,10,0.32608696,0.64479738,29,
1953,default,5.9688511,3.534393,0.033714174,7,0.3700946,0.75537219,24,
1954,default,6.4803528,2.9328658,0.051779698,7,0.38864629,0.55603364,24,
1955,default,7.3815138,3.0712459,0.052243543,12,0.37647724,0.77693371,41,
1956,default,6.9317275,3.3922465,0.040330062,13,0.23758896,0.68381338,34,
1957,default,7.188292,3.273424,0.052609736,10,0.32000758,0.75815439,36,
1958,default,7.3115984,3.1455256,0.057004053,10,0.34561966,0.75260525,34,
1959,default,5.8839818,3.9803722,0.039939456,8,0.17552543,0.60854573,19,
1960,default,6.5450142,3.4476731,0.048801328,9,0.18575306,0.55959833,25,
1961,default,6.0839007,3.6157913,0.041648357,8,0.39920804,0.63167917,32,
1962,default,7.1319007,3.384792,0.046848298,11,0.20941558,0.57067526,25,
1963,default,6.1412668,3.5816862,0.042966652,8,0.20461996,0.75868691,29,
1964,default,6.3472227,2.9430612,0.056198428,6,0.41197356,0.65487796,18,
1965,default,7.5106038,2.9379518,0.053757141,7,0.31709507,0.53905931,52,
1966,default,8.5289841,2.8243626,0.067672477,9,0.34865418,0.60423278,48,
1967,default,6.2109502,3.4928093,0.036839022,9,0.30377049,0.62679106,20,
1968,default,6.4719669,3.2616139,0.032176163,7,0.36741679,0.72836884,23,
1969,default,6.0380448,3.4399724,0.038962941,9,0.24289157,0.75437448,25,
1970,default,6.390719,3.3510385,0.042746936,6,0.48696869,0.74105952,21,
1971,default,6.272472,3.5277825,0.037351692,7,0.3752395,0.64320277,31,
1972,default,8.3975447,2.929765,0.059494165,14,0.22836556,0.65016753,51,
1973,default,6.5913209,3.1663343,0.053586251,6,0.40485809,0.61988531,31,
1974,default,6.6711933,3.419884,0.050046384,4,0.72279459,0.74596263,19,
1975,default,7.1341048,2.995606,0.052658562,8,0.23936619,0.68231939,35,
1976,default,6.5163044,3.5102602,0.04992432,5,0.4673543,0.68354976,32,
1977,default,7.5672417,2.7421487,0.053732728,8,0.35706587,0.72011754,32,
1978,default,7.2894887,2.9491955,0.057980567,9,0.29549778,0.74054524,31,
1979,default,6.3746788,3.5726722,0.044260534,9,0.28507281,0.5937432,20,
1980,default,7.2048445,2.8993741,0.06735511,7,0.50766751,0.7933751,27,
1981,default,6.8926828,3.3516576,0.058371173,6,0.39786562,0.73305543,34,
1982,default,6.1397054,3.5201983,0.038230555,5,0.42265984,0.80809531,29,
1983,default,6.9076971,3.6249729,0.042966652,8,0.2868585,0.73808245,21,
1984,default,6.7482994,2.9676973,0.055099849,8,0.57174393,0.77972079,36,
1985,default,7.3733564,3.2457359,0.053928031,9,0.22636175,0.70129521,31,
1986,default,6.3202258,3.4060879,0.044382599,9,0.25622134,0.78748108,29,
1987,default,7.8420272,2.8400802,0.068258386,6,0.53004715,0.74606139,48,
1988,default,7.0604498,2.6775527,0.067843367,8,0.2503559,0.76886911,30,
1989,default,6.0269672,3.8227362,0.038084078,8,0.23832,0.71134444,18,
1990,default,8.150587,3.0388287,0.057004053,8,0.29156382,0.59384796,42,
1991,default,6.0407737,3.5368845,0.038938528,6,0.23770259,0.66268424,28,
1992,default,7.9641936,2.767431,0.068771056,5,0.41861154,0.5823035,51,
1993,default,6.5134315,3.0585606,0.045847371,10,0.18280134,0.73885901,26,
1994,default,7.6126969,2.6775241,0.064425565,6,0.36672575,0.59904302,28,
1995,default,7.6652326,2.837463,0.060592744,7,0.27630549,0.70945791,44,
1996,default,6.2305325,3.3510872,0.049533714,10,0.27631735,0.76749182,28,
1997,default,5.8153975,3.5969672,0.0362287,8,0.30199317,0.77421294,22,
1998,default,8.5032589,2.6934788,0.073238611,6,0.80510737,0.70995256,71,
1999,default,6.0776153,3.5211381,0.036692544,9,0.25344353,0.73675027,29,
